"Step","pious-paper-5 - epoch","pious-paper-5 - epoch__MIN","pious-paper-5 - epoch__MAX","vocal-yogurt-1 - epoch","vocal-yogurt-1 - epoch__MIN","vocal-yogurt-1 - epoch__MAX"
"449","0","0","0","0","0","0"
"454","0","0","0","0","0","0"
"459","0","0","0","0","0","0"
"464","0","0","0","0","0","0"
"469","0","0","0","0","0","0"
"474","0","0","0","0","0","0"
"479","0","0","0","0","0","0"
"484","0","0","0","0","0","0"
"489","0","0","0","0","0","0"
"494","0","0","0","0","0","0"
"499","0","0","0","0","0","0"
"504","0","0","0","0","0","0"
"509","0","0","0","0","0","0"
"514","0","0","0","0","0","0"
"519","0","0","0","0","0","0"
"524","0","0","0","0","0","0"
"529","0","0","0","0","0","0"
"534","0","0","0","0","0","0"
"539","0","0","0","0","0","0"
"544","0","0","0","0","0","0"
"549","0","0","0","0","0","0"
"554","0","0","0","0","0","0"
"559","0","0","0","0","0","0"
"564","0","0","0","0","0","0"
"569","0","0","0","0","0","0"
"574","0","0","0","0","0","0"
"579","0","0","0","0","0","0"
"584","0","0","0","0","0","0"
"589","0","0","0","0","0","0"
"594","0","0","0","0","0","0"
"599","0","0","0","0","0","0"
"604","0","0","0","0","0","0"
"609","0","0","0","0","0","0"
"614","0","0","0","0","0","0"
"619","0","0","0","0","0","0"
"624","0","0","0","0","0","0"
"629","0","0","0","0","0","0"
"634","0","0","0","0","0","0"
"639","0","0","0","0","0","0"
"644","0","0","0","0","0","0"
"649","0","0","0","0","0","0"
"654","0","0","0","0","0","0"
"659","0","0","0","0","0","0"
"664","0","0","0","0","0","0"
"669","0","0","0","0","0","0"
"674","0","0","0","0","0","0"
"679","0","0","0","0","0","0"
"684","0","0","0","0","0","0"
"689","0","0","0","0","0","0"
"694","0","0","0","0","0","0"
"699","0","0","0","0","0","0"
"704","0","0","0","0","0","0"
"709","0","0","0","0","0","0"
"714","0","0","0","0","0","0"
"719","0","0","0","0","0","0"
"724","0","0","0","0","0","0"
"729","0","0","0","0","0","0"
"734","0","0","0","0","0","0"
"739","0","0","0","0","0","0"
"744","0","0","0","0","0","0"
"749","0","0","0","0","0","0"
"754","0","0","0","0","0","0"
"759","0","0","0","0","0","0"
"764","0","0","0","0","0","0"
"769","0","0","0","0","0","0"
"774","0","0","0","0","0","0"
"779","0","0","0","0","0","0"
"784","0","0","0","0","0","0"
"789","0","0","0","0","0","0"
"794","0","0","0","0","0","0"
"799","0","0","0","0","0","0"
"804","0","0","0","0","0","0"
"809","0","0","0","0","0","0"
"814","0","0","0","0","0","0"
"819","0","0","0","0","0","0"
"824","0","0","0","0","0","0"
"829","0","0","0","0","0","0"
"834","0","0","0","0","0","0"
"839","0","0","0","0","0","0"
"844","0","0","0","0","0","0"
"849","0","0","0","0","0","0"
"854","0","0","0","0","0","0"
"859","0","0","0","0","0","0"
"864","0","0","0","0","0","0"
"869","0","0","0","0","0","0"
"874","0","0","0","0","0","0"
"879","0","0","0","0","0","0"
"884","0","0","0","0","0","0"
"889","0","0","0","0","0","0"
"894","0","0","0","0","0","0"
"899","0","0","0","0","0","0"
"904","0","0","0","0","0","0"
"909","0","0","0","0","0","0"
"914","0","0","0","0","0","0"
"919","0","0","0","0","0","0"
"924","0","0","0","0","0","0"
"929","0","0","0","0","0","0"
"934","0","0","0","0","0","0"
"939","0","0","0","0","0","0"
"944","0","0","0","0","0","0"
"949","0","0","0","0","0","0"
"954","0","0","0","0","0","0"
"959","0","0","0","0","0","0"
"964","0","0","0","0","0","0"
"969","0","0","0","0","0","0"
"974","0","0","0","0","0","0"
"979","0","0","0","0","0","0"
"984","0","0","0","0","0","0"
"989","0","0","0","0","0","0"
"994","0","0","0","0","0","0"
"999","0","0","0","0","0","0"
"1004","0","0","0","0","0","0"
"1009","0","0","0","0","0","0"
"1014","0","0","0","0","0","0"
"1019","0","0","0","0","0","0"
"1024","0","0","0","0","0","0"
"1029","0","0","0","0","0","0"
"1034","0","0","0","0","0","0"
"1039","0","0","0","0","0","0"
"1044","0","0","0","0","0","0"
"1049","0","0","0","0","0","0"
"1054","0","0","0","0","0","0"
"1059","0","0","0","0","0","0"
"1064","0","0","0","0","0","0"
"1069","0","0","0","0","0","0"
"1074","0","0","0","0","0","0"
"1079","0","0","0","0","0","0"
"1084","0","0","0","0","0","0"
"1089","0","0","0","0","0","0"
"1094","0","0","0","0","0","0"
"1099","0","0","0","0","0","0"
"1104","0","0","0","0","0","0"
"1109","0","0","0","0","0","0"
"1114","0","0","0","0","0","0"
"1119","0","0","0","0","0","0"
"1124","0","0","0","0","0","0"
"1129","0","0","0","0","0","0"
"1134","0","0","0","0","0","0"
"1139","0","0","0","0","0","0"
"1144","0","0","0","0","0","0"
"1149","0","0","0","0","0","0"
"1154","0","0","0","0","0","0"
"1159","0","0","0","0","0","0"
"1164","0","0","0","0","0","0"
"1169","0","0","0","0","0","0"
"1174","0","0","0","0","0","0"
"1179","0","0","0","0","0","0"
"1184","0","0","0","0","0","0"
"1189","0","0","0","0","0","0"
"1194","0","0","0","0","0","0"
"1199","0","0","0","0","0","0"
"1204","0","0","0","0","0","0"
"1209","0","0","0","0","0","0"
"1214","0","0","0","0","0","0"
"1219","0","0","0","0","0","0"
"1224","0","0","0","0","0","0"
"1229","0","0","0","0","0","0"
"1234","0","0","0","0","0","0"
"1239","0","0","0","0","0","0"
"1244","0","0","0","0","0","0"
"1249","0","0","0","0","0","0"
"1254","0","0","0","0","0","0"
"1259","0","0","0","0","0","0"
"1264","0","0","0","0","0","0"
"1269","0","0","0","0","0","0"
"1274","0","0","0","0","0","0"
"1279","0","0","0","0","0","0"
"1284","0","0","0","0","0","0"
"1289","0","0","0","0","0","0"
"1294","0","0","0","0","0","0"
"1299","0","0","0","0","0","0"
"1304","0","0","0","0","0","0"
"1309","0","0","0","0","0","0"
"1314","0","0","0","0","0","0"
"1319","0","0","0","0","0","0"
"1324","0","0","0","0","0","0"
"1329","0","0","0","0","0","0"
"1334","0","0","0","0","0","0"
"1339","0","0","0","0","0","0"
"1344","0","0","0","0","0","0"
"1349","0","0","0","0","0","0"
"1354","0","0","0","0","0","0"
"1359","0","0","0","0","0","0"
"1364","0","0","0","0","0","0"
"1369","0","0","0","0","0","0"
"1374","0","0","0","0","0","0"
"1379","0","0","0","0","0","0"
"1384","0","0","0","0","0","0"
"1389","0","0","0","0","0","0"
"1394","0","0","0","0","0","0"
"1399","0","0","0","0","0","0"
"1404","0","0","0","0","0","0"
"1409","0","0","0","0","0","0"
"1414","0","0","0","0","0","0"
"1419","0","0","0","0","0","0"
"1424","0","0","0","0","0","0"
"1429","0","0","0","0","0","0"
"1434","0","0","0","0","0","0"
"1439","0","0","0","0","0","0"
"1444","0","0","0","0","0","0"
"1449","0","0","0","0","0","0"
"1454","0","0","0","0","0","0"
"1459","0","0","0","0","0","0"
"1464","0","0","0","0","0","0"
"1469","0","0","0","0","0","0"
"1474","0","0","0","0","0","0"
"1479","0","0","0","0","0","0"
"1484","0","0","0","0","0","0"
"1489","0","0","0","1","1","1"
"1494","0","0","0","1","1","1"
"1499","0","0","0","1","1","1"
"1504","0","0","0","1","1","1"
"1509","0","0","0","1","1","1"
"1514","0","0","0","1","1","1"
"1519","0","0","0","1","1","1"
"1524","0","0","0","1","1","1"
"1529","0","0","0","1","1","1"
"1534","0","0","0","1","1","1"
"1539","0","0","0","1","1","1"
"1544","0","0","0","1","1","1"
"1549","0","0","0","1","1","1"
"1554","0","0","0","1","1","1"
"1559","0","0","0","1","1","1"
"1564","0","0","0","1","1","1"
"1569","1","1","1","1","1","1"
"1574","1","1","1","1","1","1"
"1579","1","1","1","1","1","1"
"1584","1","1","1","1","1","1"
"1589","1","1","1","1","1","1"
"1594","1","1","1","1","1","1"
"1599","1","1","1","1","1","1"
"1604","1","1","1","1","1","1"
"1609","1","1","1","1","1","1"
"1614","1","1","1","1","1","1"
"1619","1","1","1","1","1","1"
"1624","1","1","1","1","1","1"
"1629","1","1","1","1","1","1"
"1634","1","1","1","1","1","1"
"1639","1","1","1","1","1","1"
"1644","1","1","1","1","1","1"
"1649","1","1","1","1","1","1"
"1654","1","1","1","1","1","1"
"1659","1","1","1","1","1","1"
"1664","1","1","1","1","1","1"
"1669","1","1","1","1","1","1"
"1674","1","1","1","1","1","1"
"1679","1","1","1","1","1","1"
"1684","1","1","1","1","1","1"
"1689","1","1","1","1","1","1"
"1694","1","1","1","1","1","1"
"1699","1","1","1","1","1","1"
"1704","1","1","1","1","1","1"
"1709","1","1","1","1","1","1"
"1714","1","1","1","1","1","1"
"1719","1","1","1","1","1","1"
"1724","1","1","1","1","1","1"
"1729","1","1","1","1","1","1"
"1734","1","1","1","1","1","1"
"1739","1","1","1","1","1","1"
"1744","1","1","1","1","1","1"
"1749","1","1","1","1","1","1"
"1754","1","1","1","1","1","1"
"1759","1","1","1","1","1","1"
"1764","1","1","1","1","1","1"
"1769","1","1","1","1","1","1"
"1774","1","1","1","1","1","1"
"1779","1","1","1","1","1","1"
"1784","1","1","1","1","1","1"
"1789","1","1","1","1","1","1"
"1794","1","1","1","1","1","1"
"1799","1","1","1","1","1","1"
"1804","1","1","1","1","1","1"
"1809","1","1","1","1","1","1"
"1814","1","1","1","1","1","1"
"1819","1","1","1","1","1","1"
"1824","1","1","1","1","1","1"
"1829","1","1","1","1","1","1"
"1834","1","1","1","1","1","1"
"1839","1","1","1","1","1","1"
"1844","1","1","1","1","1","1"
"1849","1","1","1","1","1","1"
"1854","1","1","1","1","1","1"
"1859","1","1","1","1","1","1"
"1864","1","1","1","1","1","1"
"1869","1","1","1","1","1","1"
"1874","1","1","1","1","1","1"
"1879","1","1","1","1","1","1"
"1884","1","1","1","1","1","1"
"1889","1","1","1","1","1","1"
"1894","1","1","1","1","1","1"
"1899","1","1","1","1","1","1"
"1904","1","1","1","1","1","1"
"1909","1","1","1","1","1","1"
"1914","1","1","1","1","1","1"
"1919","1","1","1","1","1","1"
"1924","1","1","1","1","1","1"
"1929","1","1","1","1","1","1"
"1934","1","1","1","1","1","1"
"1939","1","1","1","1","1","1"
"1944","1","1","1","1","1","1"
"1949","1","1","1","1","1","1"
"1954","1","1","1","1","1","1"
"1959","1","1","1","1","1","1"
"1964","1","1","1","1","1","1"
"1969","1","1","1","1","1","1"
"1974","1","1","1","1","1","1"
"1979","1","1","1","1","1","1"
"1984","1","1","1","1","1","1"
"1989","1","1","1","1","1","1"
"1994","1","1","1","1","1","1"
"1999","1","1","1","1","1","1"
"2004","1","1","1","1","1","1"
"2009","1","1","1","1","1","1"
"2014","1","1","1","1","1","1"
"2019","1","1","1","1","1","1"
"2024","1","1","1","1","1","1"
"2029","1","1","1","1","1","1"
"2034","1","1","1","1","1","1"
"2039","1","1","1","1","1","1"
"2044","1","1","1","1","1","1"
"2049","1","1","1","1","1","1"
"2054","1","1","1","1","1","1"
"2059","1","1","1","1","1","1"
"2064","1","1","1","1","1","1"
"2069","1","1","1","1","1","1"
"2074","1","1","1","1","1","1"
"2079","1","1","1","1","1","1"
"2084","1","1","1","1","1","1"
"2089","1","1","1","1","1","1"
"2094","1","1","1","1","1","1"
"2099","1","1","1","1","1","1"
"2104","1","1","1","1","1","1"
"2109","1","1","1","1","1","1"
"2114","1","1","1","1","1","1"
"2119","1","1","1","1","1","1"
"2124","1","1","1","1","1","1"
"2129","1","1","1","1","1","1"
"2134","1","1","1","1","1","1"
"2139","1","1","1","1","1","1"
"2144","1","1","1","1","1","1"
"2149","1","1","1","1","1","1"
"2154","1","1","1","1","1","1"
"2159","1","1","1","1","1","1"
"2164","1","1","1","1","1","1"
"2169","1","1","1","1","1","1"
"2174","1","1","1","1","1","1"
"2179","1","1","1","1","1","1"
"2184","1","1","1","1","1","1"
"2189","1","1","1","1","1","1"
"2194","1","1","1","1","1","1"
"2199","1","1","1","1","1","1"
"2204","1","1","1","1","1","1"
"2209","1","1","1","1","1","1"
"2214","1","1","1","1","1","1"
"2219","1","1","1","1","1","1"
"2224","1","1","1","1","1","1"
"2229","1","1","1","1","1","1"
"2234","1","1","1","1","1","1"
"2239","1","1","1","1","1","1"
"2244","1","1","1","1","1","1"
"2249","1","1","1","1","1","1"
"2254","1","1","1","1","1","1"
"2259","1","1","1","1","1","1"
"2264","1","1","1","1","1","1"
"2269","1","1","1","1","1","1"
"2274","1","1","1","1","1","1"
"2279","1","1","1","1","1","1"
"2284","1","1","1","1","1","1"
"2289","1","1","1","1","1","1"
"2294","1","1","1","1","1","1"
"2299","1","1","1","1","1","1"
"2304","1","1","1","1","1","1"
"2309","1","1","1","1","1","1"
"2314","1","1","1","1","1","1"
"2319","1","1","1","1","1","1"
"2324","1","1","1","1","1","1"
"2329","1","1","1","1","1","1"
"2334","1","1","1","1","1","1"
"2339","1","1","1","1","1","1"
"2344","1","1","1","1","1","1"
"2349","1","1","1","1","1","1"
"2354","1","1","1","1","1","1"
"2359","1","1","1","1","1","1"
"2364","1","1","1","1","1","1"
"2369","1","1","1","1","1","1"
"2374","1","1","1","1","1","1"
"2379","1","1","1","1","1","1"
"2384","1","1","1","1","1","1"
"2389","1","1","1","1","1","1"
"2394","1","1","1","1","1","1"
"2399","1","1","1","1","1","1"
"2404","1","1","1","1","1","1"
"2409","1","1","1","1","1","1"
"2414","1","1","1","1","1","1"
"2419","1","1","1","1","1","1"
"2424","1","1","1","1","1","1"
"2429","1","1","1","1","1","1"
"2434","1","1","1","1","1","1"
"2439","1","1","1","1","1","1"
"2444","1","1","1","1","1","1"
"2449","1","1","1","1","1","1"
"2454","1","1","1","1","1","1"
"2459","1","1","1","1","1","1"
"2464","1","1","1","1","1","1"
"2469","1","1","1","1","1","1"
"2474","1","1","1","1","1","1"
"2479","1","1","1","1","1","1"
"2484","1","1","1","1","1","1"
"2489","1","1","1","1","1","1"
"2494","1","1","1","1","1","1"
"2499","1","1","1","1","1","1"
"2504","1","1","1","1","1","1"
"2509","1","1","1","1","1","1"
"2514","1","1","1","1","1","1"
"2519","1","1","1","1","1","1"
"2524","1","1","1","1","1","1"
"2529","1","1","1","1","1","1"
"2534","1","1","1","1","1","1"
"2539","1","1","1","1","1","1"
"2544","1","1","1","1","1","1"
"2549","1","1","1","1","1","1"
"2554","1","1","1","1","1","1"
"2559","1","1","1","1","1","1"
"2564","1","1","1","1","1","1"
"2569","1","1","1","1","1","1"
"2574","1","1","1","1","1","1"
"2579","1","1","1","1","1","1"
"2584","1","1","1","1","1","1"
"2589","1","1","1","1","1","1"
"2594","1","1","1","1","1","1"
"2599","1","1","1","1","1","1"
"2604","1","1","1","1","1","1"
"2609","1","1","1","1","1","1"
"2614","1","1","1","1","1","1"
"2619","1","1","1","1","1","1"
"2624","1","1","1","1","1","1"
"2629","1","1","1","1","1","1"
"2634","1","1","1","1","1","1"
"2639","1","1","1","1","1","1"
"2644","1","1","1","1","1","1"
"2649","1","1","1","1","1","1"
"2654","1","1","1","1","1","1"
"2659","1","1","1","1","1","1"
"2664","1","1","1","1","1","1"
"2669","1","1","1","1","1","1"
"2674","1","1","1","1","1","1"
"2679","1","1","1","1","1","1"
"2684","1","1","1","1","1","1"
"2689","1","1","1","1","1","1"
"2694","1","1","1","1","1","1"
"2699","1","1","1","1","1","1"
"2704","1","1","1","1","1","1"
"2709","1","1","1","1","1","1"
"2714","1","1","1","1","1","1"
"2719","1","1","1","1","1","1"
"2724","1","1","1","1","1","1"
"2729","1","1","1","1","1","1"
"2734","1","1","1","1","1","1"
"2739","1","1","1","1","1","1"
"2744","1","1","1","1","1","1"
"2749","1","1","1","1","1","1"
"2754","1","1","1","1","1","1"
"2759","1","1","1","1","1","1"
"2764","1","1","1","1","1","1"
"2769","1","1","1","1","1","1"
"2774","1","1","1","1","1","1"
"2779","1","1","1","1","1","1"
"2784","1","1","1","1","1","1"
"2789","1","1","1","1","1","1"
"2794","1","1","1","1","1","1"
"2799","1","1","1","1","1","1"
"2804","1","1","1","1","1","1"
"2809","1","1","1","1","1","1"
"2814","1","1","1","1","1","1"
"2819","1","1","1","1","1","1"
"2824","1","1","1","1","1","1"
"2829","1","1","1","1","1","1"
"2834","1","1","1","1","1","1"
"2839","1","1","1","1","1","1"
"2844","1","1","1","1","1","1"
"2849","1","1","1","1","1","1"
"2854","1","1","1","1","1","1"
"2859","1","1","1","1","1","1"
"2864","1","1","1","1","1","1"
"2869","1","1","1","1","1","1"
"2874","1","1","1","1","1","1"
"2879","1","1","1","1","1","1"
"2884","1","1","1","1","1","1"
"2889","1","1","1","1","1","1"
"2894","1","1","1","1","1","1"
"2899","1","1","1","1","1","1"
"2904","1","1","1","1","1","1"
"2909","1","1","1","1","1","1"
"2914","1","1","1","1","1","1"
"2919","1","1","1","1","1","1"
"2924","1","1","1","1","1","1"
"2929","1","1","1","1","1","1"
"2934","1","1","1","1","1","1"
"2939","1","1","1","1","1","1"
"2944","1","1","1","1","1","1"
"2949","1","1","1","1","1","1"
"2954","1","1","1","1","1","1"
"2959","1","1","1","1","1","1"
"2964","1","1","1","1","1","1"
"2969","1","1","1","1","1","1"
"2974","1","1","1","1","1","1"
"2979","1","1","1","2","2","2"
"2984","1","1","1","2","2","2"
"2989","1","1","1","2","2","2"
"2994","1","1","1","2","2","2"
"2999","1","1","1","2","2","2"
"3004","1","1","1","2","2","2"
"3009","1","1","1","2","2","2"
"3014","1","1","1","2","2","2"
"3019","1","1","1","2","2","2"
"3024","1","1","1","2","2","2"
"3029","1","1","1","2","2","2"
"3034","1","1","1","2","2","2"
"3039","1","1","1","2","2","2"
"3044","1","1","1","2","2","2"
"3049","1","1","1","2","2","2"
"3054","1","1","1","2","2","2"
"3059","1","1","1","2","2","2"
"3064","1","1","1","2","2","2"
"3069","1","1","1","2","2","2"
"3074","1","1","1","2","2","2"
"3079","1","1","1","2","2","2"
"3084","1","1","1","2","2","2"
"3089","1","1","1","2","2","2"
"3094","1","1","1","2","2","2"
"3099","1","1","1","2","2","2"
"3104","1","1","1","2","2","2"
"3109","1","1","1","2","2","2"
"3114","1","1","1","2","2","2"
"3119","1","1","1","2","2","2"
"3124","1","1","1","2","2","2"
"3129","1","1","1","2","2","2"
"3134","2","2","2","2","2","2"
"3139","2","2","2","2","2","2"
"3144","2","2","2","2","2","2"
"3149","2","2","2","2","2","2"
"3154","2","2","2","2","2","2"
"3159","2","2","2","2","2","2"
"3164","2","2","2","2","2","2"
"3169","2","2","2","2","2","2"
"3174","2","2","2","2","2","2"
"3179","2","2","2","2","2","2"
"3184","2","2","2","2","2","2"
"3189","2","2","2","2","2","2"
"3194","2","2","2","2","2","2"
"3199","2","2","2","2","2","2"
"3204","2","2","2","2","2","2"
"3209","2","2","2","2","2","2"
"3214","2","2","2","2","2","2"
"3219","2","2","2","2","2","2"
"3224","2","2","2","2","2","2"
"3229","2","2","2","2","2","2"
"3234","2","2","2","2","2","2"
"3239","2","2","2","2","2","2"
"3244","2","2","2","2","2","2"
"3249","2","2","2","2","2","2"
"3254","2","2","2","2","2","2"
"3259","2","2","2","2","2","2"
"3264","2","2","2","2","2","2"
"3269","2","2","2","2","2","2"
"3274","2","2","2","2","2","2"
"3279","2","2","2","2","2","2"
"3284","2","2","2","2","2","2"
"3289","2","2","2","2","2","2"
"3294","2","2","2","2","2","2"
"3299","2","2","2","2","2","2"
"3304","2","2","2","2","2","2"
"3309","2","2","2","2","2","2"
"3314","2","2","2","2","2","2"
"3319","2","2","2","2","2","2"
"3324","2","2","2","2","2","2"
"3329","2","2","2","2","2","2"
"3334","2","2","2","2","2","2"
"3339","2","2","2","2","2","2"
"3344","2","2","2","2","2","2"
"3349","2","2","2","2","2","2"
"3354","2","2","2","2","2","2"
"3359","2","2","2","2","2","2"
"3364","2","2","2","2","2","2"
"3369","2","2","2","2","2","2"
"3374","2","2","2","2","2","2"
"3379","2","2","2","2","2","2"
"3384","2","2","2","2","2","2"
"3389","2","2","2","2","2","2"
"3394","2","2","2","2","2","2"
"3399","2","2","2","2","2","2"
"3404","2","2","2","2","2","2"
"3409","2","2","2","2","2","2"
"3414","2","2","2","2","2","2"
"3419","2","2","2","2","2","2"
"3424","2","2","2","2","2","2"
"3429","2","2","2","2","2","2"
"3434","2","2","2","2","2","2"
"3439","2","2","2","2","2","2"
"3444","2","2","2","2","2","2"
"3449","2","2","2","2","2","2"
"3454","2","2","2","2","2","2"
"3459","2","2","2","2","2","2"
"3464","2","2","2","2","2","2"
"3469","2","2","2","2","2","2"
"3474","2","2","2","2","2","2"
"3479","2","2","2","2","2","2"
"3484","2","2","2","2","2","2"
"3489","2","2","2","2","2","2"
"3494","2","2","2","2","2","2"
"3499","2","2","2","","",""
"3504","2","2","2","","",""
"3509","2","2","2","","",""
"3514","2","2","2","","",""
"3519","2","2","2","","",""
"3524","2","2","2","","",""
"3529","2","2","2","","",""
"3534","2","2","2","","",""
"3539","2","2","2","","",""
"3544","2","2","2","","",""
"3549","2","2","2","","",""
"3554","2","2","2","","",""
"3559","2","2","2","","",""
"3564","2","2","2","","",""
"3569","2","2","2","","",""
"3574","2","2","2","","",""
"3579","2","2","2","","",""
"3584","2","2","2","","",""
"3589","2","2","2","","",""
"3594","2","2","2","","",""
"3599","2","2","2","","",""
"3604","2","2","2","","",""
"3609","2","2","2","","",""
"3614","2","2","2","","",""
"3619","2","2","2","","",""
"3624","2","2","2","","",""
"3629","2","2","2","","",""
"3634","2","2","2","","",""
"3639","2","2","2","","",""
"3644","2","2","2","","",""
"3649","2","2","2","","",""
"3654","2","2","2","","",""
"3659","2","2","2","","",""
"3664","2","2","2","","",""
"3669","2","2","2","","",""
"3674","2","2","2","","",""
"3679","2","2","2","","",""
"3684","2","2","2","","",""
"3689","2","2","2","","",""
"3694","2","2","2","","",""
"3699","2","2","2","","",""
"3704","2","2","2","","",""
"3709","2","2","2","","",""
"3714","2","2","2","","",""
"3719","2","2","2","","",""
"3724","2","2","2","","",""
"3729","2","2","2","","",""
"3734","2","2","2","","",""
"3739","2","2","2","","",""
"3744","2","2","2","","",""
"3749","2","2","2","","",""
"3754","2","2","2","","",""
"3759","2","2","2","","",""
"3764","2","2","2","","",""
"3769","2","2","2","","",""
"3774","2","2","2","","",""
"3779","2","2","2","","",""
"3784","2","2","2","","",""
"3789","2","2","2","","",""
"3794","2","2","2","","",""
"3799","2","2","2","","",""
"3804","2","2","2","","",""
"3809","2","2","2","","",""
"3814","2","2","2","","",""
"3819","2","2","2","","",""
"3824","2","2","2","","",""
"3829","2","2","2","","",""
"3834","2","2","2","","",""
"3839","2","2","2","","",""
"3844","2","2","2","","",""
"3849","2","2","2","","",""
"3854","2","2","2","","",""
"3859","2","2","2","","",""
"3864","2","2","2","","",""
"3869","2","2","2","","",""
"3874","2","2","2","","",""
"3879","2","2","2","","",""
"3884","2","2","2","","",""
"3889","2","2","2","","",""
"3894","2","2","2","","",""
"3899","2","2","2","","",""
"3904","2","2","2","","",""
"3909","2","2","2","","",""
"3914","2","2","2","","",""
"3919","2","2","2","","",""
"3924","2","2","2","","",""
"3929","2","2","2","","",""
"3934","2","2","2","","",""
"3939","2","2","2","","",""
"3944","2","2","2","","",""
"3949","2","2","2","","",""
"3954","2","2","2","","",""
"3959","2","2","2","","",""
"3964","2","2","2","","",""
"3969","2","2","2","","",""
"3974","2","2","2","","",""
"3979","2","2","2","","",""
"3984","2","2","2","","",""
"3989","2","2","2","","",""
"3994","2","2","2","","",""
"3999","2","2","2","","",""
"4004","2","2","2","","",""
"4009","2","2","2","","",""
"4014","2","2","2","","",""
"4019","2","2","2","","",""
"4024","2","2","2","","",""
"4029","2","2","2","","",""
"4034","2","2","2","","",""
"4039","2","2","2","","",""
"4044","2","2","2","","",""
"4049","2","2","2","","",""
"4054","2","2","2","","",""
"4059","2","2","2","","",""
"4064","2","2","2","","",""
"4069","2","2","2","","",""
"4074","2","2","2","","",""
"4079","2","2","2","","",""
"4084","2","2","2","","",""
"4089","2","2","2","","",""
"4094","2","2","2","","",""
"4099","2","2","2","","",""
"4104","2","2","2","","",""
"4109","2","2","2","","",""
"4114","2","2","2","","",""
"4119","2","2","2","","",""
"4124","2","2","2","","",""
"4129","2","2","2","","",""
"4134","2","2","2","","",""
"4139","2","2","2","","",""
"4144","2","2","2","","",""
"4149","2","2","2","","",""
"4154","2","2","2","","",""
"4159","2","2","2","","",""
"4164","2","2","2","","",""
"4169","2","2","2","","",""
"4174","2","2","2","","",""
"4179","2","2","2","","",""
"4184","2","2","2","","",""
"4189","2","2","2","","",""
"4194","2","2","2","","",""
"4199","2","2","2","","",""
"4204","2","2","2","","",""
"4209","2","2","2","","",""
"4214","2","2","2","","",""
"4219","2","2","2","","",""
"4224","2","2","2","","",""
"4229","2","2","2","","",""
"4234","2","2","2","","",""
"4239","2","2","2","","",""
"4244","2","2","2","","",""
